GSM_ID,GEO_ID,Label,Sample_title,Subject_Group,Group_Confidence,Group_Basis,Group_samples,Group_labels,Set,Validation_fold,Spans_development_heldout,Spans_primary_CV_folds
GSM719716,GSE29044,Cancer,tumor tissue at age36-45 years (277T),GSE29044:BC277,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,2.0,False,True
GSM719717,GSE29044,Cancer,tumor tissue at age36-45 years (278T),GSE29044:BC278,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Post-harmonization held-out,,False,False
GSM719718,GSE29044,Cancer,tumor tissue at age36-45 years (289T),GSE29044:BC289,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,4.0,True,False
GSM719719,GSE29044,Cancer,tumor tissue at age36-45 years (290T),GSE29044:BC290,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,False,True
GSM719720,GSE29044,Cancer,tumor tissue at age36-45 years (349 T),GSE29044:BC349,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,False,True
GSM719721,GSE29044,Cancer,tumor tissue at age36-45 years (366 T),GSE29044:BC366,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,5.0,True,False
GSM719722,GSE29044,Cancer,tumor tissue at age36-45 years (SA_BC371T),GSE29044:BC371,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,1.0,False,False
GSM719723,GSE29044,Cancer,tumor tissue at age36-45 years (SA_BC384T),GSE29044:BC384,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,3,Cancer|Normal,Model-development,1.0,True,True
GSM719724,GSE29044,Cancer,tumor tissue at age36-45 years (384 T),GSE29044:BC384,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,3,Cancer|Normal,Model-development,5.0,True,True
GSM719725,GSE29044,Cancer,tumor tissue at age36-45 years (385 T),GSE29044:BC385,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,3.0,True,False
GSM719726,GSE29044,Cancer,tumor tissue at age36-45 years (408 T),GSE29044:BC408,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,1.0,False,False
GSM719727,GSE29044,Cancer,tumor tissue at age36-45 years (431 T),GSE29044:BC431,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,4.0,False,False
GSM719728,GSE29044,Cancer,tumor tissue at age36-45 years (447 T),GSE29044:BC447,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,2.0,False,False
GSM719729,GSE29044,Cancer,tumor tissue at age36-45 years (455 T),GSE29044:BC455,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,5.0,False,False
GSM719730,GSE29044,Cancer,tumor tissue at age36-45 years (542 T),GSE29044:BC542,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,2.0,False,False
GSM719731,GSE29044,Cancer,tumor tissue at age36-45 years (563 T),GSE29044:BC563,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Post-harmonization held-out,,False,False
GSM719732,GSE29044,Normal,normal tissue at age < 35 years (SA-BC24),GSE29044:BC065,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Normal,Post-harmonization held-out,,False,False
GSM719733,GSE29044,Normal,normal tissue at age < 35 years (SA_BC147N),GSE29044:BC147,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Post-harmonization held-out,,True,False
GSM719734,GSE29044,Normal,normal tissue at age < 35 years (187N),GSE29044:BC187,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Post-harmonization held-out,,True,False
GSM719735,GSE29044,Normal,normal tissue at age < 35 years (341N),GSE29044:BC341,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Normal,Model-development,4.0,False,False
GSM719736,GSE29044,Normal,normal tissue at age < 35 years (SA_BC375N),GSE29044:BC375,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,2.0,False,True
GSM719737,GSE29044,Cancer,tumor tissue at age < 35 years (SA-BC12),GSE29044:BC084,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,5.0,False,False
GSM719738,GSE29044,Cancer,tumor tissue at age < 35 years (147 T),GSE29044:BC147,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,1.0,True,False
GSM719739,GSE29044,Cancer,tumor tissue at age < 35 years (187T),GSE29044:BC187,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,1.0,True,False
GSM719740,GSE29044,Cancer,tumor tissue at age < 35 years (SA_BC375T),GSE29044:BC375,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,2,Cancer|Normal,Model-development,1.0,False,True
GSM719741,GSE29044,Cancer,tumor tissue at age < 35 years (436 T),GSE29044:BC436,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,1.0,False,False
GSM719742,GSE29044,Cancer,tumor tissue at age < 35 years (532 T),GSE29044:BC532,confirmed/high,explicit repeated sample id across tumor and adjacent disease-free tissues,1,Cancer,Model-development,4.0,False,False
GSM85473,GSE3744,Cancer,T118 U133p2,GSE3744:GSM:GSM85473,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM85474,GSE3744,Cancer,T134 U133p2,GSE3744:GSM:GSM85474,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM85475,GSE3744,Cancer,T140 U133p2,GSE3744:GSM:GSM85475,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM85476,GSE3744,Cancer,T141 U133p2,GSE3744:GSM:GSM85476,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM85477,GSE3744,Cancer,T146 U133p2,GSE3744:GSM:GSM85477,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85478,GSE3744,Cancer,T147 U133p2,GSE3744:GSM:GSM85478,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM85479,GSE3744,Cancer,T149 U133p2,GSE3744:GSM:GSM85479,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM85480,GSE3744,Cancer,T133 U133p2,GSE3744:GSM:GSM85480,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85481,GSE3744,Cancer,T21 U133p2,GSE3744:GSM:GSM85481,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM85482,GSE3744,Cancer,T56 U133p2,GSE3744:GSM:GSM85482,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM85483,GSE3744,Cancer,T116 U133p2,GSE3744:GSM:GSM85483,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM85484,GSE3744,Cancer,T144 U133p2,GSE3744:GSM:GSM85484,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM85485,GSE3744,Cancer,T129 U133p2,GSE3744:GSM:GSM85485,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85486,GSE3744,Cancer,T143 U133p2,GSE3744:GSM:GSM85486,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85487,GSE3744,Cancer,T38 U133p2,GSE3744:GSM:GSM85487,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM85488,GSE3744,Cancer,T123 U133p2,GSE3744:GSM:GSM85488,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM85489,GSE3744,Cancer,T137 U133p2,GSE3744:GSM:GSM85489,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM85490,GSE3744,Cancer,T130 U133p2,GSE3744:GSM:GSM85490,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM85491,GSE3744,Cancer,T151 U133p2,GSE3744:GSM:GSM85491,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM85492,GSE3744,Cancer,T152 U133p2,GSE3744:GSM:GSM85492,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85493,GSE3744,Cancer,T37 U133p2,GSE3744:GSM:GSM85493,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM85494,GSE3744,Cancer,T183 U133p2,GSE3744:GSM:GSM85494,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85495,GSE3744,Cancer,T117 U133p2,GSE3744:GSM:GSM85495,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85496,GSE3744,Cancer,T161 U133p2,GSE3744:GSM:GSM85496,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85497,GSE3744,Cancer,T30 U133p2,GSE3744:GSM:GSM85497,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85498,GSE3744,Cancer,T84 U133p2,GSE3744:GSM:GSM85498,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85499,GSE3744,Cancer,T115 U133p2,GSE3744:GSM:GSM85499,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM85500,GSE3744,Cancer,T44 U133p2,GSE3744:GSM:GSM85500,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85501,GSE3744,Cancer,T81 U133p2,GSE3744:GSM:GSM85501,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM85502,GSE3744,Cancer,T50 U133p2,GSE3744:GSM:GSM85502,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM85503,GSE3744,Cancer,T4 U133p2,GSE3744:GSM:GSM85503,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85504,GSE3744,Cancer,T175 U133p2,GSE3744:GSM:GSM85504,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM85505,GSE3744,Cancer,T178 U133p2,GSE3744:GSM:GSM85505,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85506,GSE3744,Cancer,T41 U133p2,GSE3744:GSM:GSM85506,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM85507,GSE3744,Cancer,T73 U133p2,GSE3744:GSM:GSM85507,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM85508,GSE3744,Cancer,T92 U133p2,GSE3744:GSM:GSM85508,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM85509,GSE3744,Cancer,T74 U133p2,GSE3744:GSM:GSM85509,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM85510,GSE3744,Cancer,T162 U133p2,GSE3744:GSM:GSM85510,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85511,GSE3744,Cancer,T145 U133p2,GSE3744:GSM:GSM85511,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM85512,GSE3744,Cancer,T119 U133p2,GSE3744:GSM:GSM85512,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM85513,GSE3744,Normal,NB42 U133p2,GSE3744:GSM:GSM85513,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,1.0,False,False
GSM85514,GSE3744,Normal,NB58 U133p2,GSE3744:GSM:GSM85514,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Post-harmonization held-out,,False,False
GSM85515,GSE3744,Normal,NB60 U133p2,GSE3744:GSM:GSM85515,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,3.0,False,False
GSM85516,GSE3744,Normal,NB64 U133p2,GSE3744:GSM:GSM85516,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,2.0,False,False
GSM85517,GSE3744,Normal,NB69 U133p2,GSE3744:GSM:GSM85517,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,3.0,False,False
GSM85518,GSE3744,Normal,NB83 U133p2,GSE3744:GSM:GSM85518,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,2.0,False,False
GSM85519,GSE3744,Normal,NB87 U133p2,GSE3744:GSM:GSM85519,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,4.0,False,False
GSM728611,GSE29431,Normal,Normal-1,GSE29431:GSM:GSM728611,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,5.0,False,False
GSM728612,GSE29431,Normal,Normal-2,GSE29431:GSM:GSM728612,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,1.0,False,False
GSM728613,GSE29431,Normal,Normal-3,GSE29431:GSM:GSM728613,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,3.0,False,False
GSM728614,GSE29431,Normal,Normal-4,GSE29431:GSM:GSM728614,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,4.0,False,False
GSM728615,GSE29431,Normal,Normal-5,GSE29431:GSM:GSM728615,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,5.0,False,False
GSM728616,GSE29431,Normal,Normal-6,GSE29431:GSM:GSM728616,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,3.0,False,False
GSM728617,GSE29431,Normal,Normal-7,GSE29431:GSM:GSM728617,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,2.0,False,False
GSM728618,GSE29431,Normal,Normal-8,GSE29431:GSM:GSM728618,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Post-harmonization held-out,,False,False
GSM728619,GSE29431,Normal,Normal-9,GSE29431:GSM:GSM728619,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,1.0,False,False
GSM728620,GSE29431,Normal,Normal-10,GSE29431:GSM:GSM728620,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,4.0,False,False
GSM728621,GSE29431,Normal,Normal-11,GSE29431:GSM:GSM728621,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,1.0,False,False
GSM728622,GSE29431,Normal,Normal-12,GSE29431:GSM:GSM728622,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Normal,Model-development,1.0,False,False
GSM728623,GSE29431,Cancer,Tumor-IHC3-1,GSE29431:GSM:GSM728623,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM728624,GSE29431,Cancer,Tumor-IHC3-2,GSE29431:GSM:GSM728624,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM728625,GSE29431,Cancer,Tumor-IHC3-3,GSE29431:GSM:GSM728625,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728626,GSE29431,Cancer,Tumor-IHC3_FISH+-1,GSE29431:GSM:GSM728626,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728627,GSE29431,Cancer,Tumor-IHC3_FISH+-2,GSE29431:GSM:GSM728627,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM728628,GSE29431,Cancer,Tumor-IHC3_FISH+-3,GSE29431:GSM:GSM728628,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM728629,GSE29431,Cancer,Tumor-IHC3_FISH+-4,GSE29431:GSM:GSM728629,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM728630,GSE29431,Cancer,Tumor-IHC3_FISH+-5,GSE29431:GSM:GSM728630,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM728631,GSE29431,Cancer,Tumor-IHC3_FISH+-6,GSE29431:GSM:GSM728631,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM728632,GSE29431,Cancer,Tumor-IHC3_FISH+-7,GSE29431:GSM:GSM728632,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM728633,GSE29431,Cancer,Tumor-IHC3_FISH+-8,GSE29431:GSM:GSM728633,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM728634,GSE29431,Cancer,Tumor-IHC3_FISH+-9,GSE29431:GSM:GSM728634,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM728635,GSE29431,Cancer,Tumor-IHC3_FISH+-10,GSE29431:GSM:GSM728635,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728636,GSE29431,Cancer,Tumor-IHC2_FISH+-1,GSE29431:GSM:GSM728636,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM728637,GSE29431,Cancer,Tumor-IHC2_FISH+-2,GSE29431:GSM:GSM728637,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728638,GSE29431,Cancer,Tumor-IHC2_FISH+-3,GSE29431:GSM:GSM728638,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM728639,GSE29431,Cancer,Tumor-IHC2_FISH+-4,GSE29431:GSM:GSM728639,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM728640,GSE29431,Cancer,Tumor-IHC2_FISH+-5,GSE29431:GSM:GSM728640,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM728641,GSE29431,Cancer,Tumor-IHC2_FISH+-6,GSE29431:GSM:GSM728641,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM728642,GSE29431,Cancer,Tumor-IHC2_FISH+-7,GSE29431:GSM:GSM728642,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM728643,GSE29431,Cancer,Tumor-IHC2_FISH+-8,GSE29431:GSM:GSM728643,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM728644,GSE29431,Cancer,Tumor-IHC2_FISH+-9,GSE29431:GSM:GSM728644,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM728645,GSE29431,Cancer,Tumor-IHC2_FISH+-10,GSE29431:GSM:GSM728645,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM728646,GSE29431,Cancer,Tumor-IHC2_FISH- -1,GSE29431:GSM:GSM728646,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM728647,GSE29431,Cancer,Tumor-IHC2_FISH- -2,GSE29431:GSM:GSM728647,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM728648,GSE29431,Cancer,Tumor-IHC2_FISH- -3,GSE29431:GSM:GSM728648,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM728649,GSE29431,Cancer,Tumor-IHC2_FISH- -4,GSE29431:GSM:GSM728649,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM728650,GSE29431,Cancer,Tumor-IHC2_FISH- -5,GSE29431:GSM:GSM728650,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM728651,GSE29431,Cancer,Tumor-IHC2_FISH- -6,GSE29431:GSM:GSM728651,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM728652,GSE29431,Cancer,Tumor-IHC2_FISH- -7,GSE29431:GSM:GSM728652,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728653,GSE29431,Cancer,Tumor-IHC2_FISH- -8,GSE29431:GSM:GSM728653,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM728654,GSE29431,Cancer,Tumor-IHC2_FISH- -9,GSE29431:GSM:GSM728654,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM728655,GSE29431,Cancer,Tumor-IHC2_FISH- -10,GSE29431:GSM:GSM728655,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728656,GSE29431,Cancer,Tumor-IHC2_FISH- -11,GSE29431:GSM:GSM728656,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM728657,GSE29431,Cancer,Tumor-IHC2_FISH- -12,GSE29431:GSM:GSM728657,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM728658,GSE29431,Cancer,Tumor-IHC01_FISH- -1,GSE29431:GSM:GSM728658,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728659,GSE29431,Cancer,Tumor-IHC01_FISH- -2,GSE29431:GSM:GSM728659,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
GSM728660,GSE29431,Cancer,Tumor-IHC01-1,GSE29431:GSM:GSM728660,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM728661,GSE29431,Cancer,Tumor-IHC01_FISH- -3,GSE29431:GSM:GSM728661,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728662,GSE29431,Cancer,Tumor-IHC01_FISH- -4,GSE29431:GSM:GSM728662,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM728663,GSE29431,Cancer,Tumor-IHC01_FISH- -5,GSE29431:GSM:GSM728663,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM728664,GSE29431,Cancer,Tumor-IHC01_FISH- -6,GSE29431:GSM:GSM728664,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,4.0,False,False
GSM728665,GSE29431,Cancer,Tumor-IHC01_FISH- -7,GSE29431:GSM:GSM728665,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728666,GSE29431,Cancer,Tumor-IHC01_FISH- -8,GSE29431:GSM:GSM728666,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728667,GSE29431,Cancer,Tumor-IHC01_FISH- -9,GSE29431:GSM:GSM728667,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM728668,GSE29431,Cancer,Tumor-IHC01_FISH- -10,GSE29431:GSM:GSM728668,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728669,GSE29431,Cancer,Tumor-IHC01-2,GSE29431:GSM:GSM728669,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728670,GSE29431,Cancer,Tumor-IHC01-3,GSE29431:GSM:GSM728670,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,5.0,False,False
GSM728671,GSE29431,Cancer,Tumor-IHC3_FISH+ -11,GSE29431:GSM:GSM728671,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,1.0,False,False
GSM728672,GSE29431,Cancer,Tumor-IHC3_FISH+ -12,GSE29431:GSM:GSM728672,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM728673,GSE29431,Cancer,Tumor-IHC2_FISH+ -11,GSE29431:GSM:GSM728673,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Post-harmonization held-out,,False,False
GSM728674,GSE29431,Cancer,Tumor-IHC2_FISH+ -12,GSE29431:GSM:GSM728674,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,3.0,False,False
GSM728675,GSE29431,Cancer,Tumor-IHC2_FISH+ -13,GSE29431:GSM:GSM728675,conservative/unknown,no shared subject identifier established from provided metadata; GSM retained as unique group,1,Cancer,Model-development,2.0,False,False
